Project,Market Sector,User Growth Score,Growth Category,Explanation
Allstake,Liquid staking,,,"Project 'Allstake' in the 'Liquid staking' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
MANTRA,Blockchains (L1),49.280303030303024,Steady Growth,"Project 'MANTRA' in the 'Blockchains (L1)' sector has an overall User Growth Score of 49.28, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 59.55 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: 28.75 (Weight: 0.15)"
Anzen,Stablecoin issuers,,,"Project 'Anzen' in the 'Stablecoin issuers' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.20)"
MYX.Finance,Derivative exchanges,,,"Project 'MYX.Finance' in the 'Derivative exchanges' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Rhea Finance,Exchanges (DEX),,,"Project 'Rhea Finance' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Baseline,Infrastructure,,,"Project 'Baseline' in the 'Infrastructure' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
Pac Finance,Lending,,,"Project 'Pac Finance' in the 'Lending' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Planet IX,Gaming,61.66666666666666,Steady Growth,"Project 'Planet IX' in the 'Gaming' sector has an overall User Growth Score of 61.67, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: 42.50 (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 100.00 (Weight: 0.10)"
UXUY,Exchanges (DEX),,,"Project 'UXUY' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Aave GHO,Stablecoin issuers,,,"Project 'Aave GHO' in the 'Stablecoin issuers' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.20)"
KAI-CHING,Gaming,,,"Project 'KAI-CHING' in the 'Gaming' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Predict Fun,Prediction markets,,,"Project 'Predict Fun' in the 'Prediction markets' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
TrueUSD,Stablecoin issuers,84.52380952380952,Exceptional Growth,"Project 'TrueUSD' in the 'Stablecoin issuers' sector has an overall User Growth Score of 84.52, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: 87.50 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 78.57 (Weight: 0.20)"
Kamino,Lending,78.94736842105263,Strong Growth,"Project 'Kamino' in the 'Lending' sector has an overall User Growth Score of 78.95, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: 78.95 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Fraxtal,Blockchains (L2),,,"Project 'Fraxtal' in the 'Blockchains (L2)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Impermax Finance,Asset management,17.6969696969697,Stagnant/Declining,"Project 'Impermax Finance' in the 'Asset management' sector has an overall User Growth Score of 17.70, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 22.12 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 0.00 (Weight: 0.10)"
UXLINK,Social,99.99999999999999,Exceptional Growth,"Project 'UXLINK' in the 'Social' sector has an overall User Growth Score of 100.00, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.60)
  - Transaction Volume: 100.00 (Weight: 0.10)
  - Transaction Count: nan (Weight: 0.10)
  - User Growth: 100.00 (Weight: 0.20)"
AptoSwap,Exchanges (DEX),,,"Project 'AptoSwap' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Fluxbeam,Exchanges (DEX),,,"Project 'Fluxbeam' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Micro3,Social,,,"Project 'Micro3' in the 'Social' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.60)
  - Transaction Volume: nan (Weight: 0.10)
  - Transaction Count: nan (Weight: 0.10)
  - User Growth: nan (Weight: 0.20)"
Degen,Blockchains (L3),0.0,Stagnant/Declining,"Project 'Degen' in the 'Blockchains (L3)' sector has an overall User Growth Score of 0.00, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: 0.00 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 0.00 (Weight: 0.15)"
Celestia,Blockchains (L1),53.86363636363636,Steady Growth,"Project 'Celestia' in the 'Blockchains (L1)' sector has an overall User Growth Score of 53.86, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 53.86 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Frequency,Blockchains (L2),32.36546651180798,Slow Growth,"Project 'Frequency' in the 'Blockchains (L2)' sector has an overall User Growth Score of 32.37, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: 9.52 (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 78.05 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Acala Network,Blockchains (L2),51.09837462189378,Steady Growth,"Project 'Acala Network' in the 'Blockchains (L2)' sector has an overall User Growth Score of 51.10, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 51.43 (Weight: 0.30)
  - Transaction Volume: 63.65 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 29.51 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Nile Exchange,Exchanges (DEX),31.839080459770116,Slow Growth,"Project 'Nile Exchange' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 31.84, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 31.84 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Switchboard,Infrastructure,,,"Project 'Switchboard' in the 'Infrastructure' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
Idle Finance,Asset management,14.154936461388075,Stagnant/Declining,"Project 'Idle Finance' in the 'Asset management' sector has an overall User Growth Score of 14.15, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 6.06 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 46.53 (Weight: 0.10)"
Aptin Finance,Lending,,,"Project 'Aptin Finance' in the 'Lending' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
karpatkey,Infrastructure,,,"Project 'karpatkey' in the 'Infrastructure' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
Alaya AI,Infrastructure,,,"Project 'Alaya AI' in the 'Infrastructure' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
Arkham,Infrastructure,80.31882459782044,Exceptional Growth,"Project 'Arkham' in the 'Infrastructure' sector has an overall User Growth Score of 80.32, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 87.23 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 59.57 (Weight: 0.10)"
Botto,NFT marketplaces,42.5,Slow Growth,"Project 'Botto' in the 'NFT marketplaces' sector has an overall User Growth Score of 42.50, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: 42.50 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 42.50 (Weight: 0.10)"
Out,Social,,,"Project 'Out' in the 'Social' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.60)
  - Transaction Volume: nan (Weight: 0.10)
  - Transaction Count: nan (Weight: 0.10)
  - User Growth: nan (Weight: 0.20)"
MELD,Blockchains (L1),0.0,Stagnant/Declining,"Project 'MELD' in the 'Blockchains (L1)' sector has an overall User Growth Score of 0.00, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 0.00 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Juice Finance,Asset management,51.5366568914956,Steady Growth,"Project 'Juice Finance' in the 'Asset management' sector has an overall User Growth Score of 51.54, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 40.23 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 96.77 (Weight: 0.10)"
Hercules,Exchanges (DEX),23.79310344827586,Stagnant/Declining,"Project 'Hercules' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 23.79, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 23.79 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Garden Finance,Bridges,0.0,Stagnant/Declining,"Project 'Garden Finance' in the 'Bridges' sector has an overall User Growth Score of 0.00, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Bridge Volume: nan (Weight: 0.50)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 0.00 (Weight: 0.10)"
Akash Network,Infrastructure,65.37234042553192,Strong Growth,"Project 'Akash Network' in the 'Infrastructure' sector has an overall User Growth Score of 65.37, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 65.37 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
Universal,Infrastructure,,,"Project 'Universal' in the 'Infrastructure' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
Spectra,Asset management,34.39882697947213,Slow Growth,"Project 'Spectra' in the 'Asset management' sector has an overall User Growth Score of 34.40, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 37.27 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 22.90 (Weight: 0.10)"
Barnbridge,Asset management,73.66568914956012,Strong Growth,"Project 'Barnbridge' in the 'Asset management' sector has an overall User Growth Score of 73.67, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 72.73 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 77.42 (Weight: 0.10)"
Meridian,Stablecoin issuers,23.928571428571427,Stagnant/Declining,"Project 'Meridian' in the 'Stablecoin issuers' sector has an overall User Growth Score of 23.93, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: 28.75 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 14.29 (Weight: 0.20)"
